Aaliyah	Arabic, Hebrew	high exalted, to ascend
Thyrrni	Scandinavian	
Tia	Spanish, Greek	aunt, princess
Tiara	Greek, Latin	turban, flower name
Tiberia	Latin	After the River Tiber.
Tiegan	Aztec	little princess in the big valley
Tienette	Greek	crowned with laurel
Tierney	Irish Gaelic	The descendant of a lord. A boy or girl's name.
Tierra	Spanish	earth, land
Tiffany	Old English	A manifestation of God. Form of Theophania.
Tigerlily	Lily, Tiger	
Tilda		The mighty battle maiden.
Tillie		The mighty battle maiden.
Tilly		The mighty battle maiden.
Timandra		From Shakespeare's play Timon of Athens.
Timothea	Greek	Honouring God, or honoured by God. The female form of Timothy.
Tina		From the name Bettina, Christina, Valentina. Bettina - Consecrated to God. Christina - A follower of Christ, a Christian. Valentina - Strong and healthy.
Tineka Jawana	African	
Tinka	Aboriginal	The day.
Tionne		
Tiponya	Miwok Indian	owl poking the hatching egg
Tirion	Welsh	Gentle.
Tirranna	Aboriginal	Running water.
Tirza	Hebrew	
Tirzah	Hebrew	Pleasant.
Titania	Greek	The great one. The name of the fairy queen in Shakespeare's A Midsummer Night's Dream.
Titian	Greek	red-gold
Tivona	Hebrew	lover of nature
Tizane	Hungarian	A gypsy.
Toakase	Tonga	woman of the Sea
Tobie	Hebrew	God is good. A boy or girl's name.
Tobit	Hebrew	
Toinette		Beyond price, praiseworthy. The feminine form of Antony.
Tokiko	Japanese	child of Toki
Tola	Polish	priceless
Tolena	Toley	
Tomiko	Japanese	child of Tomi
Tona		
Toni		Beyond price, praiseworthy. The feminine form of Antony.
Tonia		Beyond price, praiseworthy. The feminine form of Antony.
Tonie		Beyond price, praiseworthy. The feminine form of Antony.
Tonya		Beyond price, praiseworthy. The feminine form of Antony.
Toora	Aboriginal	A woman.
Topaz	Greek	The name of a gemstone.
Tora	Japanese	A tiger.
Toral	Hindu	
Tori		Victory, the victorious one.
Torie		Victory, the victorious one.
Tory		Victory, the victorious one.
Tosia	Latin	inestimable
Totie		Gift of God.
Tottie		A free person. A feminine form of Charles, Also see Carla, Carol and Caroline.
Totty		A free person. A feminine form of Charles, Also see Carla, Carol and Caroline.
Tourmaline	Singhalese	The name of a gemstone.
Tove	Hebrew	good
Toyo	Japanese	plentiful
Tracey	Old French	From a placename.
Tracy	Old French	Brave. A boy or girl's name.
Treasa	Irish/Gaelic	The harvester or reaper.
Tresa	Aragonic	
Tressa	Cornish	The third. Also see Teresa.
Treva	Celtic	prudent
Tricia		Noble, wellborn. The feminine form of Patrick.
Trifine	Old French	Trifin, Trifina
Trilby	Italian	Sings with trills. A boy or girl's name.
Trilochana	Hindu	
Trina	Greek	Pure. Also a nickname from Catherine, Katherine and Katrina.
Trind	Swedish	pure
Trinidad	Spanish	After the Caribbean island.
Trinity	Latin	A trio or triad, as in the Holy Trinity. A boy or girl's name.
Trish		Noble, wellborn. The feminine form of Patrick.
Trisha		Noble, wellborn. The feminine form of Patrick.
Trishna	Hindu	thirst, a form of the Devi
Trista	Latin	The melancholy one.
Tristana		Sad.
Tristessa		Bold.
Trix		The blessed one. She who brings joy. Beatrix was the name of a 4th-century saint.
Trixi		The blessed one. She who brings joy. Beatrix was the name of a 4th-century saint.
Trixie		The blessed one. She who brings joy. Beatrix was the name of a 4th-century saint.
Trixy		The blessed one. She who brings joy. Beatrix was the name of a 4th-century saint.
Trude		From Gertrude.
Trudi		A spear maiden.
Trudie		A spear maiden.
Trudy		A spear maiden.
Trupti	Hindu	
Trusha	Hindu	
Tryne	Dutch	pure
Tryphena	Latin	dainty
Tuesday	Old English	Born on a Tuesday.
Tuhina	Hindu	
Tulasi	Hindu	a Devi
Tulip	Turkish	A flower name.
Tullia	Irish Gaelic	Peaceful.
Tully	Celtic, Gaelic	a people, peaceful one
Turquoise	Old French	A precious stone.
Turua	Polynesian	Beautiful.
Tusti	Hindu	peace, happiness, a for of the Devi
Tuti	Indonesian	An unusual girl's name.
Tuvia	Hebrew	God is good. The female form of Tobias.
Twyla	Old English	Woven with double thread.
Tyanne	special one	Ty
Tydfill	Welsh	
Tyler	Old English	A tiler or tile-maker. A boy or girl's name.
Tyne		The name of an English river. A boy or girl's name.
Uda	Teutonic	Prosperous, rich.
Udaya	Hindu	
Ujjwala	Hindu	
Ula	Celtic	A jewel of the sea.
Ulalia		The well-spoken one.
Ulani	Polynesian	Cheerful, light hearted.
Ulfhildr	Scandinavian	
Ulima	Arabic	Wise, learned.
Ulla	Aboriginal	A well.
Ulma	Latin	Of the Elm tree.
Ulrika	Old German, Old English	wolf ruler
Ulrike	Teutonic/Scandinavian	The ruler of all. The feminine form of Ulrich.
Ultima	Latin	The greatest, the most distant.
Ultreia	Galician	
Ulva	Teutonic	A she-wolf, brave.
Uma	Hebrew/Sanskrit	Hebrew: The nation. Sanskrit: Light, peace. Also the name of a goddess in Hindu mythology.
Umeko	Japanese	The child of the plum blossom.
Umina	Aboriginal	Sleep.
Una	Irish Gaelic/Latin	Irish Gaelic: A traditional name. Latin: One. Also see Juno.
Unaiza	Arabic	
Undine		A water sprite.
Unice		Victorious.
Unity	English	Oneness. From the Latin `unus', meaning one.
Unnati	Hindu	progress
Unni	Norse	modest
Urania	Greek	Heavenly.
Urbana	Latin	Courteous, belonging to the city.
Uriana	Greek	the unknown
Urmila	Hindu	wife of Lakshmana
Ursala		Female bear.
Ursanne	Old French	
Ursell	Cornish	From the bottom of the hill.
Ursula	Latin	A female bear.
Urvasi	Hindu	most beautiful of Apsaras
Usagi	Japanese	moon
Uschi	German	A female bear.
Usha	Sanskrit	The dawn.
Ushma	Hindu	
Usoa	Basque	
Uta	German	fortunate maid of battle
Utah		The name of an American State. A boy or girl's name.
Ute	Teutonic	Prosperity, fortunate, rich.
Utina	Native American	A woman of my country.
Uttara	Hindu	mother of Pariksit
Vada		
VaIda	Teutonic	A ruler, a battle heroine.
Vaisakhi	Hindu	
Vaishali	Hindu	
Val		Strength, valour.
Vala	Teutonic	The chosen one.
Valarie		Strength, valour.
Valborg	Swedish	a powerful mountain
Valda	Old Norse	spirited warrior
Valeda		Strong and healthy. Used in Russia and Eastern Europe.
Valencia		Bravery.
Valentina	Latin	Strong and healthy. Used in Russia and Eastern Europe.
Valentine	Latin	Strong, healthy. The name of a 3rd-century saint. A boy or girl's name.
Valeria		Strength, valour.
Valerie	French	Strong.
Valeska	Polish	glorious ruler
Valgerdr	Scandinavian	
Valimai	Welsh	A mayflower.
Valisa	wild one	Vall, Vallie
Vallerie		To be strong.
Valletta		The capital of Malta.
Valma		The chosen one.
Valonia	Latin	From the valley.
Valora	Latin	Brave.
Vanda	Aboriginal/Teutonic	Aboriginal: A sandhill. Teutonic: A Slavonic woman, or a wanderer.
Vandana	Hindu	
Vandita	Hindu	
Vanessa		A name invented by the 18th-century poet and writer Jonathan Swift.
Vania	Russian	God?s gift
Vanja	Scandinavian	The feminine form of Vanya, also a Russian Diminutive of Ivan. Eastern European form of John.
Vanjan	Hindu	
Vanka	Russian	Grace, or favoured by God. Form of Anne.
Vanni	Italian	Grace, or favoured by God. Form of Anne.
Vanora	Celtic	A white wave. A form of Guinevere.
Varanese	Italian	
Varda	Hebrew	A rose.
Varsha	Hindu	rain
Varuni	Hindu	a goddess
Varvara	Russian	The foreigner or stranger. Russian form of Barbara.
Vasanta	Hindu	spring
Vasanti	Sanskrit	Spring.
Vasavi	Hindu	mentaldaughter of the Pitrs
Vashti	Persian	The beautiful one.
Vasiliki	Greek	basil
Vasudhara	Hindu	
Vasuki	Hindu	
Vasumati	Hindu	apsara of unequalled splendour
Veda	Sanskrit	Wisdom and knowledge.
Vedette	Italian/Old French	A sentinel.
Veena	Hindu	
Vega	Arabic	A falling star.
Velda		The chosen one.
Veleda	Teutonic	Inspired wisdom.
Velika	Slavonic	The great one.
Velma		A modern English name which is particularly popular in the USA.
Velvet	English	Soft as velvet.
Vendela	Scandinavian	
Venetia	Latin	A lady of Venice.
Ventura	Spanish	Good luck, happiness.
Venus	Latin	Beautiful. After the Roman goddess of beauty and love.
Vera	Latin/Russian	Latin: True. Russian: Faith.
Verbena	Latin	A sacred bough or plant.
Verda	Latin	Fresh.
Verena	Swiss	The name of a 3rd-century saint.
Verity	Latin/Old French	Truth.
Verla		Latin: True. Russian: Faith.
Verna	Latin	Springlike, fresh. The feminine form of Vernon. Also see Laverne.
Verona	Latin	After the Italian city. Also a variation of Veronica.
Veronica	Latin	A true likeness or image.
Verran	Cornish	The short one.
Verrin	Old French	
Verushka	Czech	Latin: True. Russian: Faith. A common name in Russia, which became used in the English-speaking world in the early 20th century.
Vesna	Slavonic	Spring.
Vesper	Latin	evening
Vespera	Latin	An evening star.
Vesta	Latin	A guardian of the sacred fire. After the Roman goddess of the hearth.
Vevay	Welsh	white wave
Vevette		A woman of the people.
Vevila	Irish Gaelic	The melodious one.
Vevina		Sweet lady.
Vibhuti	Hindu	
Vicki		Victory, the victorious one.
Vicky		Victory, the victorious one.
Victoria	Latin	Victory, the victorious one.
Vida	Hebrew	The beloved one. Short form of Davida, the feminine version of David.
Vidonia	Portuguese	A vine branch.
Vidya	Sanskrit	Knowledge. A boy or girl's name.
Vienna	Latin	from wine country
Viera	Czech	Latin True. Russian faith. A common name in Russia, which became used in the English-speaking world in the early 20th century.
Vigilia	Latin	Alert, vigilant.
Vikki		Victory, the victorious one.
Vikriti	Hindu	
Vilhelmina		The resolute protector. A feminine form of William.
Vilma		A modern English name which is particularly popular in the USA.
Vimala	Sanskrit	Pure.
Vina	Spanish	From the vineyard.
Vinata	Hindu	humble, mother of Garuda
Vinaya	Hindu	good behaviour
Vincentia	Latin	The conqueror. The feminine form of Vincent.
Vinita	Hindu	Vineeta
Vinvella	French	
Viola		A name made famous by the Shakespearian play Twelfth Night. Also see Violet.
Violenta		From Shakespeare's play All's Well that Ends Well.
Violet	Latin	From the name of the flower. Also see Iolanthe and Yolanda.
Virgilia	Latin	A staff bearer.
Virginia	Latin	Maidenly, pure.
Virida	Latin	Green.
Viridis	Latin	youthful and blooming
Virini	Hindu	
Visala	Hindu	celestial Apsara
Vita	Latin	Life.
Vitoria	Spanish	Victory, the victorious one.
Vittoria	Italian	Victory, the victorious one.
Viveka	Scandinavian	Lively.
Vivian	Latin	Gracious in life or lively. A boy or girl's name.
Viviana	Italian	Lovely.
Vivien	Latin	Full of life, vital. Also see Vyvyan.
Vivienne		Life.
Volante	Latin	The flying one.
Voleta	Greek	veiled one
Voletta	Greek/Old French	Veiled.
Volumnia		From Shakespeare's play Coriolanus.
Vonni		From the name Veronica and Yvonne. Veronica - A true likeness or image. Yvonne - French: An archer. Greek: The wood of the Yew tree.
Vonnie		From the name Veronica and Yvonne. Veronica - A true likeness or image. Yvonne - French: An archer. Greek: The wood of the Yew tree.
Vonny		From the name Veronica and Yvonne. Veronica - A true likeness or image. Yvonne - French: An archer. Greek: The wood of the Yew tree.
Vrinda	Hindu	virtue and strength
Vyvyan	Cornish	From an old surname. A boy or girl's name.
Wahiba	Arabic	The generous one.
Wahida	Arabic	Unique.
Wakanda	Sioux	inner magical power
Walburga	Anglo-Saxon	a might defender, a fortress
Walda	German	A ruler.
Walida	Arabic	The newborn girl.
Wallis	Old French	A foreigner, particularly a woman from Wales.
Waltraud	Teutonic	rule strength
Wanda	Aboriginal/Teutonic	Aboriginal: A sandhill. Teutonic: A Slavonic woman, or a wanderer.
Waneta	Native American	charger
Wanetta	Old English	Pale.
Wanika	Hawaiian	God's gracious gift.
Wapeka	Native American	skillful
Waratah	Aboriginal	A red flower.
Warrah	Aboriginal	Honeysuckle.
Warrina	Aboriginal	To give.
Waseme	African	
Wasima	Arabic	Graceful, pretty.
Wateka		
Weema	Aboriginal	Small.
Wendi		From the name Wendy. Invented by J M Barrie in the early 1900s for his play Peter Pan.
Wendy	English	A name invented by J M Barrie in the early 1900s for his play Peter Pan.
Wenona	Native American	The firstborn daughter.
Wenonah	Native American	The firstborn daughter.
Whitney	Old English	From the white island. A boy or girl's name.
Whoopi	unknown	Yahoo, Yippee, Wahoo
Widjan	Arabic	ecstacy
Wihtburth	Anglo-Saxon	
Wilda	Teutonic	The untamed one.
Wilfreda	Teutonic	Desiring peace. Feminine form of Wilfred.
Wilga	Aboriginal	A small tree.
Wilhelmina	Teutonic	The resolute protector. A feminine form of William.
Willa	Aboriginal	A woman or wife. Also a nickname from Wilhelmina, but sometimes used independently.
Willow	Old English	From the name of the Willow tree.
Wilma		The resolute protector. From the name Wilhelmina, but sometimes used as an independent name.
Wilona	Old English	Desired.
Win		A prosperous friend. The feminine form of Edwin.
Winda	Swahili	hunt
Winema	Native American	A female chief.
Winifred	Teutonic/Welsh	Teutonic: A peaceful friend. Welsh: Joyful peace.
Winnie		A prosperous friend. The feminine form of Edwin.
Winona	Native American	The firstborn daughter.
Winsome	English	Pleasant and attractive.
Winter	Old English	Born in the winter months. A boy or girl's name.
Wren	Old English	A tiny bird. A boy or girl's name.
Wyanet	Native American	Beautiful.
Wylie	Old English	Wily or beguiling. A boy or girl's name.
Wynfled	Anglo-Saxon	
Wynne	Cornish/Welsh	Fair, or blessed. Also a diminutive of Winifred.
Wynona	Native American	The firstborn daughter.
Wyuna	Aboriginal	Clear.
Xandy	Greek	protector of man
Xanthe	Greek	Yellow, bright or golden-haired.
Xaquelina	Galician	
Xaviera	Arabic/Spanish	Arabic: Brilliant, bright. Spanish: Of the new house. Feminine form of Xavier.
Xenia	Greek	Hospitable, welcoming.
Xenobia	Greek	
Ximena	Greek/Hebrew	Greek: A heroine. Hebrew: He heard.
Xiomara	Spanish	Xiomy
Xuxa	Spanish	A Queen or ruler. Feminine form of Xerxes.
Xylia	Spanish	A Queen or ruler. Feminine form of Xerxes.
Xylia	Greek	wood dweller
Xylona	Greek	from the forest
Xyza	Gothic	by the sea
Yachi	Japanese	Eight thousand. A number name.
Yachne	Hebrew	gracious
Yael	Hebrew	A wild goat. A boy or girl's name.
Yaffa	Hebrew	Beautiful.
Yaffah	Hebrew	Beautiful.
Yaksha	Hindu	a sister of Daksha
Yamini	Hindu	Yamni
Yamuna	Hindi	A sacred river.
Yamura	Hindu	
Yangchen	Tibetan/Sherpa	The sacred one.
Yani	Aboriginal	Peace.
Yanira	Hebrew	
Yara	Aboriginal	A seagull.
Yaralla	Aboriginal	A camp.
Yaravi	Yari, Yara	
Yarmilla	Slavic	merchant
Yarrah	Aboriginal	A river red gum.
Yasmeen	Persian	A fragrant flower.
Yasmin	Persian	A fragrant flower.
Yasmina	Persian	A fragrant flower.
Yasmine	Persian	A fragrant flower.
Yasu	Japanese	Tranquil.
Yavonna	Hebrew	
Yayoi	Japanese	March
Ydel	Hebrew	praise
Yedda	Old English	A singer, one with a melodious voice.
Yehudi	Hebrew	Praise to the Lord or aperson from Judah. A boy or girl's name.
Yehudit	Jewish	A modern form of Judith.
Yejide	Yoruba	image of her mother
Yelena	Russian	The light of the sun. Also see Eileen, Elaine, Eleanor and Ellen.
Yeliz	Turkish	
Yemena	Hebrew	
Yenene	Miwok Indian	wizard poisoning a sleeping person
Yesmina	Hebrew	right hand, strength
Yetta	Old English/German	To give. Also a diminutive of the name Henrietta.
Yeva	Russian	live-giving
Yevon	Hebrew	
Yindi	Aboriginal	The sun.
Ylwa	Scandinavian	she-wolf
Ynes	Spanish	Pure, chaste. Forms of the girl's name Agnes.
Ynez	Spanish	Pure, chaste. Forms of the girl's name Agnes.
Yogini	Hindu	
Yogita	Hindu	
Yoko	Japanese	Positive.
Yolanda	Greek/Old French	A violet flower. Also see Violet and Iolanthe.
Yomaris	Spanish	I am the sun
Yon	Korean	A lotus blossom.
Yona	Hebrew/Native American	Hebrew: A dove. Native American: A bear. A boy or girl's name.
Yoninah	Hebrew	dove
Yooralla	Aboriginal	Love.
Yootha		Thirsty.
Yori	Japanese	Trustworthy.
Yoshi	Japanese	Good.
Yoshiko	Japanese	child of Yoshi
Yovela	Hebrew	Rejoicing.
Yrsa	Scandinavian	
Ysabel		A form of Elizabeth, meaning consecrated to God.
Yseult		The fair one.
Ysobel	Spanish	A form of Elizabeth, meaning consecrated to God.
Ysolda		The fair one.
Ysolde		The fair one.
Ytha		Thirsty.
Yukako	Japanese	child of Yuka
Yukiko	Japanese	child of Yuki
Yumako	Japanese	child of Yuma
Yumi	Japanese	beauty
Yumiko	Japanese	child of Yumi
Yungara	Aboriginal	A wife.
Yuri	Aboriginal/Japanese/Russian	Aboriginal: To hear. Also the Russian form of George. A boy or girl's name.
Yuriko	Japanese	child of Yuri
Yusra	Arabic	The prosperous one.
Yutsuko	Japanese	child of Yutso
Yvette	French	From the name Yvonne. The feminine form of Yves. The little archer.
Yvonne	French/Greek	French: An archer. Greek: The wood of the Yew tree.
Zabrina	class="small">	A legendary character.
Zada	Arabic	The lucky one.
Zagir	Armenian	A flower.
Zagros	sweet, feminine	
Zahara	Arabic/Hebrew	Arabic: A blossom or flower. Hebrew: The bright dawn. Also see Sarah.
Zahava	Hebrew	Golden.
Zahra	Arabic/Hebrew	Arabic: A blossom or flower. Hebrew: The bright dawn. Also see Sarah.
Zaida	Arabic	fortunate one
Zaira	Arabic	rose
Zakia	Hebrew	bright, pure
Zalia	Hebrew	
